# soak.py — pont Telegram (pont.py) — relance dans tmux apres mort du premier soak a 2h28
# debut_utc	2026-09-22T15:04:03Z
# duree_demandee_h	720.00
# fin_prevue_utc	2026-10-22T15:04:03Z
# machine	aarch64, 2 coeurs
# intervalle_s	60
# arbre	True (si faux et enfants>0, le chiffre peut etre au mauvais endroit)
# inotify_max_user_watches	93600
# NON MESURE : energie (pas de /sys/class/powercap, VPS partage) ; percentiles de latence (mes propres processus partagent les 2 coeurs)
horodatage_utc	seconde_ecoulee	pid	vivant	rss_ko	vsize_ko	fils	descripteurs	instances_inotify	cpu_ticks	redemarrages	enfants	charge_1min	note
2026-09-22T19:24:03Z	15600	781853	1	18984	30244	1	4	0	6152	0	0	0.00	
2026-09-22T19:25:03Z	15660	781853	1	18984	30244	1	4	0	6152	0	0	0.00	
2026-09-22T19:26:03Z	15720	781853	1	18984	30244	1	4	0	6152	0	0	0.07	
2026-09-22T19:27:03Z	15780	781853	1	18984	30244	1	4	0	6153	0	0	0.02	
2026-09-22T19:28:03Z	15840	781853	1	18984	30244	1	4	0	6154	0	0	0.06	
2026-09-22T19:29:03Z	15900	781853	1	18984	30244	1	4	0	6154	0	0	0.16	
2026-09-22T19:30:03Z	15960	781853	1	18984	30244	1	4	0	6155	0	0	0.06	
2026-09-22T19:31:03Z	16020	781853	1	18984	30244	1	4	0	6155	0	0	0.02	
2026-09-22T19:32:03Z	16080	781853	1	18984	30244	1	4	0	6155	0	0	0.12	
2026-09-22T19:33:03Z	16140	781853	1	18984	30244	1	4	0	6156	0	0	0.04	
2026-09-22T19:34:03Z	16200	781853	1	18984	30244	1	4	0	6156	0	0	0.01	
2026-09-22T19:35:03Z	16260	781853	1	18984	30244	1	4	0	6157	0	0	0.00	
2026-09-22T19:36:03Z	16320	781853	1	18984	30244	1	4	0	6158	0	0	0.00	
2026-09-22T19:37:03Z	16380	781853	1	18984	30244	1	4	0	6158	0	0	0.06	
2026-09-22T19:38:03Z	16440	781853	1	18984	30244	1	4	0	6158	0	0	0.02	
2026-09-22T19:39:03Z	16500	781853	1	18984	30244	1	4	0	6159	0	0	0.00	
2026-09-22T19:40:03Z	16560	781853	1	18984	30244	1	4	0	6159	0	0	0.00	
2026-09-22T19:41:03Z	16620	781853	1	18984	30244	1	4	0	6160	0	0	0.05	
2026-09-22T19:42:03Z	16680	781853	1	18984	30244	1	4	0	6161	0	0	0.10	
2026-09-22T19:43:03Z	16740	781853	1	18984	30244	1	4	0	6161	0	0	0.07	
2026-09-22T19:44:03Z	16800	781853	1	18984	30244	1	4	0	6161	0	0	0.06	
2026-09-22T19:45:03Z	16860	781853	1	18984	30244	1	4	0	6162	0	0	0.02	
2026-09-22T19:46:03Z	16920	781853	1	18984	30244	1	4	0	6162	0	0	0.00	
2026-09-22T19:47:03Z	16980	781853	1	18984	30244	1	4	0	6163	0	0	0.03	
2026-09-22T19:48:03Z	17040	781853	1	18984	30244	1	4	0	6163	0	0	0.01	
2026-09-22T19:49:03Z	17100	781853	1	18984	30244	1	4	0	6164	0	0	0.00	
2026-09-22T19:50:03Z	17160	781853	1	18984	30244	1	4	0	6164	0	0	0.00	
2026-09-22T19:51:03Z	17220	781853	1	18984	30244	1	4	0	6164	0	0	0.00	
2026-09-22T19:52:03Z	17280	781853	1	18984	30244	1	4	0	6166	0	0	0.04	
2026-09-22T19:53:03Z	17340	781853	1	18984	30244	1	4	0	6166	0	0	0.01	
2026-09-22T19:54:03Z	17400	781853	1	18984	30244	1	4	0	6166	0	0	0.00	
2026-09-22T19:55:03Z	17460	781853	1	18984	30244	1	4	0	6167	0	0	0.00	
2026-09-22T19:56:03Z	17520	781853	1	18984	30244	1	4	0	6167	0	0	0.08	
2026-09-22T19:57:03Z	17580	781853	1	18984	30244	1	4	0	6167	0	0	0.03	
2026-09-22T19:58:03Z	17640	781853	1	18984	30244	1	4	0	6168	0	0	0.01	
2026-09-22T19:59:03Z	17700	781853	1	18984	30244	1	4	0	6168	0	0	0.06	
2026-09-22T20:00:03Z	17760	781853	1	18984	30244	1	4	0	6168	0	0	0.02	
2026-09-22T20:01:03Z	17820	781853	1	18984	30244	1	4	0	6169	0	0	0.01	
2026-09-22T20:02:03Z	17880	781853	1	18984	30244	1	4	0	6169	0	0	0.00	
2026-09-22T20:03:03Z	17940	781853	1	18984	30244	1	4	0	6169	0	0	0.03	
2026-09-22T20:04:03Z	18000	781853	1	18984	30244	1	4	0	6170	0	0	0.01	
2026-09-22T20:05:03Z	18060	781853	1	18984	30244	1	4	0	6171	0	0	0.00	
2026-09-22T20:06:03Z	18120	781853	1	18984	30244	1	4	0	6172	0	0	0.08	
2026-09-22T20:07:03Z	18180	781853	1	18984	30244	1	4	0	6172	0	0	0.03	
2026-09-22T20:08:03Z	18240	781853	1	18984	30244	1	4	0	6172	0	0	0.01	
2026-09-22T20:09:03Z	18300	781853	1	18984	30244	1	4	0	6172	0	0	0.00	
2026-09-22T20:10:03Z	18360	781853	1	18984	30244	1	4	0	6173	0	0	0.00	
2026-09-22T20:11:03Z	18420	781853	1	18984	30244	1	4	0	6173	0	0	0.04	
2026-09-22T20:12:03Z	18480	781853	1	18984	30244	1	4	0	6174	0	0	0.01	
2026-09-22T20:13:03Z	18540	781853	1	18984	30244	1	4	0	6174	0	0	0.00	
2026-09-22T20:14:03Z	18600	781853	1	18984	30244	1	4	0	6174	0	0	0.00	
2026-09-22T20:15:03Z	18660	781853	1	18984	30244	1	4	0	6175	0	0	0.00	
2026-09-22T20:16:03Z	18720	781853	1	18984	30244	1	4	0	6175	0	0	0.00	
2026-09-22T20:17:03Z	18780	781853	1	18984	30244	1	4	0	6176	0	0	0.00	
2026-09-22T20:18:03Z	18840	781853	1	18984	30244	1	4	0	6176	0	0	0.00	
2026-09-22T20:19:03Z	18900	781853	1	18984	30244	1	4	0	6177	0	0	0.00	
2026-09-22T20:20:03Z	18960	781853	1	18984	30244	1	4	0	6177	0	0	0.00	
2026-09-22T20:21:03Z	19020	781853	1	18984	30244	1	4	0	6177	0	0	0.14	
2026-09-22T20:22:03Z	19080	781853	1	18984	30244	1	4	0	6178	0	0	0.10	
2026-09-22T20:23:03Z	19140	781853	1	18984	30244	1	4	0	6178	0	0	0.03	
2026-09-22T20:24:03Z	19200	781853	1	18984	30244	1	4	0	6178	0	0	0.06	
2026-09-22T20:25:03Z	19260	781853	1	18984	30244	1	4	0	6179	0	0	0.02	
2026-09-22T20:26:03Z	19320	781853	1	18984	30244	1	4	0	6180	0	0	0.01	
