# soak.py — pont Telegram (pont.py) — relance dans tmux apres mort du premier soak a 2h28
# debut_utc	2026-09-22T15:04:03Z
# duree_demandee_h	720.00
# fin_prevue_utc	2026-10-22T15:04:03Z
# machine	aarch64, 2 coeurs
# intervalle_s	60
# arbre	True (si faux et enfants>0, le chiffre peut etre au mauvais endroit)
# inotify_max_user_watches	93600
# NON MESURE : energie (pas de /sys/class/powercap, VPS partage) ; percentiles de latence (mes propres processus partagent les 2 coeurs)
horodatage_utc	seconde_ecoulee	pid	vivant	rss_ko	vsize_ko	fils	descripteurs	instances_inotify	cpu_ticks	redemarrages	enfants	charge_1min	note
2026-09-22T18:19:03Z	11700	781853	1	18984	30244	1	4	0	6123	0	0	0.00	
2026-09-22T18:20:03Z	11760	781853	1	18984	30244	1	4	0	6124	0	0	0.00	
2026-09-22T18:21:03Z	11820	781853	1	18984	30244	1	4	0	6124	0	0	0.00	
2026-09-22T18:22:03Z	11880	781853	1	18984	30244	1	4	0	6125	0	0	0.00	
2026-09-22T18:23:03Z	11940	781853	1	18984	30244	1	4	0	6125	0	0	0.00	
2026-09-22T18:24:03Z	12000	781853	1	18984	30244	1	4	0	6125	0	0	0.00	
2026-09-22T18:25:03Z	12060	781853	1	18984	30244	1	4	0	6126	0	0	0.00	
2026-09-22T18:26:03Z	12120	781853	1	18984	30244	1	4	0	6126	0	0	0.08	
2026-09-22T18:27:03Z	12180	781853	1	18984	30244	1	4	0	6126	0	0	0.03	
2026-09-22T18:28:03Z	12240	781853	1	18984	30244	1	4	0	6127	0	0	0.01	
2026-09-22T18:29:03Z	12300	781853	1	18984	30244	1	4	0	6128	0	0	0.06	
2026-09-22T18:30:03Z	12360	781853	1	18984	30244	1	4	0	6128	0	0	0.02	
2026-09-22T18:31:03Z	12420	781853	1	18984	30244	1	4	0	6128	0	0	0.09	
2026-09-22T18:32:03Z	12480	781853	1	18984	30244	1	4	0	6129	0	0	0.03	
2026-09-22T18:33:03Z	12540	781853	1	18984	30244	1	4	0	6129	0	0	0.05	
2026-09-22T18:34:03Z	12600	781853	1	18984	30244	1	4	0	6129	0	0	0.02	
2026-09-22T18:35:03Z	12660	781853	1	18984	30244	1	4	0	6129	0	0	0.00	
2026-09-22T18:36:03Z	12720	781853	1	18984	30244	1	4	0	6130	0	0	0.00	
2026-09-22T18:37:03Z	12780	781853	1	18984	30244	1	4	0	6131	0	0	0.04	
2026-09-22T18:38:03Z	12840	781853	1	18984	30244	1	4	0	6131	0	0	0.08	
2026-09-22T18:39:03Z	12900	781853	1	18984	30244	1	4	0	6132	0	0	0.03	
2026-09-22T18:40:03Z	12960	781853	1	18984	30244	1	4	0	6132	0	0	0.19	
2026-09-22T18:41:03Z	13020	781853	1	18984	30244	1	4	0	6133	0	0	0.07	
2026-09-22T18:42:03Z	13080	781853	1	18984	30244	1	4	0	6133	0	0	0.02	
2026-09-22T18:43:03Z	13140	781853	1	18984	30244	1	4	0	6133	0	0	0.01	
2026-09-22T18:44:03Z	13200	781853	1	18984	30244	1	4	0	6133	0	0	0.00	
2026-09-22T18:45:03Z	13260	781853	1	18984	30244	1	4	0	6134	0	0	0.00	
2026-09-22T18:46:03Z	13320	781853	1	18984	30244	1	4	0	6134	0	0	0.00	
2026-09-22T18:47:03Z	13380	781853	1	18984	30244	1	4	0	6136	0	0	0.00	
2026-09-22T18:48:03Z	13440	781853	1	18984	30244	1	4	0	6136	0	0	0.05	
2026-09-22T18:49:03Z	13500	781853	1	18984	30244	1	4	0	6136	0	0	0.02	
2026-09-22T18:50:03Z	13560	781853	1	18984	30244	1	4	0	6136	0	0	0.00	
2026-09-22T18:51:03Z	13620	781853	1	18984	30244	1	4	0	6137	0	0	0.00	
2026-09-22T18:52:03Z	13680	781853	1	18984	30244	1	4	0	6137	0	0	0.00	
2026-09-22T18:53:03Z	13740	781853	1	18984	30244	1	4	0	6138	0	0	0.00	
2026-09-22T18:54:03Z	13800	781853	1	18984	30244	1	4	0	6139	0	0	0.00	
2026-09-22T18:55:03Z	13860	781853	1	18984	30244	1	4	0	6139	0	0	0.00	
2026-09-22T18:56:03Z	13920	781853	1	18984	30244	1	4	0	6139	0	0	0.03	
2026-09-22T18:57:03Z	13980	781853	1	18984	30244	1	4	0	6140	0	0	0.07	
2026-09-22T18:58:03Z	14040	781853	1	18984	30244	1	4	0	6140	0	0	0.02	
2026-09-22T18:59:03Z	14100	781853	1	18984	30244	1	4	0	6141	0	0	0.01	
2026-09-22T19:00:03Z	14160	781853	1	18984	30244	1	4	0	6141	0	0	0.00	
2026-09-22T19:01:03Z	14220	781853	1	18984	30244	1	4	0	6142	0	0	0.00	
2026-09-22T19:02:03Z	14280	781853	1	18984	30244	1	4	0	6142	0	0	0.06	
2026-09-22T19:03:03Z	14340	781853	1	18984	30244	1	4	0	6142	0	0	0.10	
2026-09-22T19:04:03Z	14400	781853	1	18984	30244	1	4	0	6142	0	0	0.07	
2026-09-22T19:05:03Z	14460	781853	1	18984	30244	1	4	0	6144	0	0	0.02	
2026-09-22T19:06:03Z	14520	781853	1	18984	30244	1	4	0	6144	0	0	0.01	
2026-09-22T19:07:03Z	14580	781853	1	18984	30244	1	4	0	6144	0	0	0.00	
2026-09-22T19:08:03Z	14640	781853	1	18984	30244	1	4	0	6145	0	0	0.00	
2026-09-22T19:09:03Z	14700	781853	1	18984	30244	1	4	0	6145	0	0	0.00	
2026-09-22T19:10:03Z	14760	781853	1	18984	30244	1	4	0	6145	0	0	0.03	
2026-09-22T19:11:03Z	14820	781853	1	18984	30244	1	4	0	6146	0	0	0.01	
2026-09-22T19:12:03Z	14880	781853	1	18984	30244	1	4	0	6146	0	0	0.29	
2026-09-22T19:13:03Z	14940	781853	1	18984	30244	1	4	0	6147	0	0	0.29	
2026-09-22T19:14:03Z	15000	781853	1	18984	30244	1	4	0	6148	0	0	0.10	
2026-09-22T19:15:03Z	15060	781853	1	18984	30244	1	4	0	6148	0	0	0.04	
2026-09-22T19:16:03Z	15120	781853	1	18984	30244	1	4	0	6149	0	0	0.13	
2026-09-22T19:17:03Z	15180	781853	1	18984	30244	1	4	0	6149	0	0	0.04	
2026-09-22T19:18:03Z	15240	781853	1	18984	30244	1	4	0	6149	0	0	0.06	
2026-09-22T19:19:03Z	15300	781853	1	18984	30244	1	4	0	6150	0	0	0.09	
2026-09-22T19:20:03Z	15360	781853	1	18984	30244	1	4	0	6150	0	0	0.20	
2026-09-22T19:21:03Z	15420	781853	1	18984	30244	1	4	0	6151	0	0	0.07	
2026-09-22T19:22:03Z	15480	781853	1	18984	30244	1	4	0	6151	0	0	0.02	
2026-09-22T19:23:03Z	15540	781853	1	18984	30244	1	4	0	6151	0	0	0.01	
